query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CHCT,0.0,1.0,0.0,5.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,21.82
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/WFG,0.0,1.0,0.0,4.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,21.82
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/XNDU,0.0,1.0,0.0,4.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,21.82
under armour vs peloton,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/PTON-vs-UAA,0.0,1.0,0.0,4.0,impression-bearing,0.0,1.0,0.0,4.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,21.82
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/tour,0.0,8.0,0.0,10.25,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,21.41
alphabet googl shares outstanding 2025,shares/dilution,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/shares-outstanding,0.0,1.0,0.0,7.0,impression-bearing,0.0,1.0,0.0,7.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
amrfree,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMR/free-cash-flow,0.0,1.0,0.0,10.0,impression-bearing,0.0,1.0,0.0,10.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ARCB/revenue,0.0,1.0,0.0,6.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GEHC/revenue,0.0,1.0,0.0,7.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/IBM/gross-profit,0.0,1.0,0.0,10.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MTH/eps,0.0,1.0,0.0,8.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SCHW/pe-ratio,0.0,1.0,0.0,9.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/BKU/shares-outstanding,0.0,2.0,0.0,12.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,21.32
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SILA,0.0,3.0,0.0,19.333333333333332,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,20.85
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TXO,0.0,3.0,0.0,18.333333333333332,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,20.85
adp fortinet,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ADP-vs-FTNT,0.0,6.0,0.0,10.166666666666666,impression-bearing,0.0,6.0,0.0,10.166666666666666,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,20.51
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HTH/net-income,0.0,3.0,0.0,10.333333333333334,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,20.49
datadog vs .net,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DDOG-vs-NET,0.0,5.0,0.0,10.6,impression-bearing,0.0,5.0,0.0,10.6,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.95
dell technologies historical revenue fy2016 fy2017 fy2018 fy2019 fy2020 fy2021 fy2022 fy2023 fy2024 fy2025,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/gross-profit,0.0,2.0,0.0,10.5,impression-bearing,0.0,15.0,0.0,9.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.46
"""dropbox"" ""gross profit"" ""2017"" ""2018"" ""2019"" ""10-k""",earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DBX,0.0,1.0,0.0,10.0,impression-bearing,0.0,1.0,0.0,10.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
bk vs bny,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BK-vs-BNY,0.0,1.0,0.0,6.0,impression-bearing,0.0,1.0,0.0,6.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.39
cheniere energy vs venture global,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/LNG-vs-VG,0.0,1.0,0.0,9.0,impression-bearing,0.0,1.0,0.0,9.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.39
corsair gaming s-1 2018 2019 net revenue net income,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CRSR,0.0,1.0,0.0,10.0,impression-bearing,0.0,1.0,0.0,10.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
crown castle inc. (cci) net promoter score positive,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CCI,0.0,1.0,0.0,7.0,impression-bearing,0.0,1.0,0.0,7.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
fox corporation terminal growth assumption changes,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL,0.0,1.0,0.0,6.0,impression-bearing,0.0,1.0,0.0,6.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
ge vernova vs ge aerospace,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GE-vs-GEV,0.0,1.0,0.0,10.0,impression-bearing,0.0,1.0,0.0,10.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/IVZ-vs-VIRT,0.0,1.0,0.0,9.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/BEP,0.0,1.0,0.0,7.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/COF-PJ,0.0,1.0,0.0,6.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KEN,0.0,1.0,0.0,9.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MTRN,0.0,1.0,0.0,8.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/PLGO,0.0,1.0,0.0,10.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TOYO,0.0,1.0,0.0,6.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.39
"""dropbox"" ""2019"" ""10-k"" ""gross profit""",earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DBX,0.0,2.0,0.0,11.0,impression-bearing,0.0,2.0,0.0,11.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.32
dell vs ibm stock comparison 2026,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DELL-vs-IBM,0.0,2.0,0.0,11.0,impression-bearing,0.0,2.0,0.0,11.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
oracle vs cisco,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CSCO-vs-ORCL,0.0,2.0,0.0,20.0,impression-bearing,0.0,2.0,0.0,20.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMCR-vs-WS,0.0,2.0,0.0,18.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMR-vs-CTVA,0.0,2.0,0.0,19.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KFRC-vs-LMB,0.0,2.0,0.0,20.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/METCB,0.0,2.0,0.0,20.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,1,1,19.32
venture global vs cheniere energy comparison,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/LNG-vs-VG,0.0,2.0,0.0,11.5,impression-bearing,0.0,2.0,0.0,11.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
venture global vs cheniere energy comparison 2026,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/LNG-vs-VG,0.0,2.0,0.0,13.5,impression-bearing,0.0,2.0,0.0,13.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,19.32
celsius p/e ratio,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CELH/pe-ratio,0.0,3.0,0.0,23.333333333333332,impression-bearing,0.0,3.0,0.0,23.333333333333332,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,19.24
coca cola pe ratio,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KO/pe-ratio,0.0,3.0,0.0,21.0,impression-bearing,0.0,3.0,0.0,21.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,19.24
adt net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ADT/net-income,0.0,1.0,0.0,19.0,impression-bearing,0.0,1.0,0.0,19.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
dell shares outstanding,shares/dilution,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/shares-outstanding,0.0,1.0,0.0,14.0,impression-bearing,0.0,1.0,0.0,14.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
dell technologies historical annual revenue last 10 years fy2015 to fy2025,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/shares-outstanding,0.0,1.0,0.0,18.0,impression-bearing,0.0,1.0,0.0,18.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
dell technologies historical revenue 10 years fy2015 to fy2025,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/gross-profit,0.0,1.0,0.0,17.0,impression-bearing,0.0,1.0,0.0,17.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
dell technologies revenue fy2016 fy2017 fy2018 fy2019 fy2020 fy2021 fy2022 fy2023 fy2024 fy2025,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/shares-outstanding,0.0,1.0,0.0,18.0,impression-bearing,0.0,1.0,0.0,18.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
dino pe,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DINO/pe-ratio,0.0,1.0,0.0,11.0,impression-bearing,0.0,1.0,0.0,11.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
goog shares outstanding,shares/dilution,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/shares-outstanding,0.0,1.0,0.0,13.0,impression-bearing,0.0,1.0,0.0,13.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
investors.delltechnologies.com shares outstanding dell technologies,shares/dilution,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/shares-outstanding,0.0,1.0,0.0,11.0,impression-bearing,0.0,1.0,0.0,11.0,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DELL/gross-profit,0.0,1.0,0.0,12.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DLR/dividend-history,0.0,1.0,0.0,11.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GPC/net-income,0.0,1.0,0.0,11.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KN/shares-outstanding,0.0,1.0,0.0,14.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_TITLE_META,align title/description with the query and lead with the filed answer,3,1,19.17
simply wall st portfolio,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/simply-wall-st,0.0,1.0,0.0,27.0,impression-bearing,0.0,1.0,0.0,27.0,commercial research,5,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,18.87
